Word                     Frequency
be                       61
beaded-jet               1
beamed                   1
beaming                  1
became                   3
because                  14
become                   2
becomes                  3
becoming                 1
bedrock                  1
been                     25
before                   10
began                    3
begin                    2
beginning                1
begins                   1
behalf                   1
behaves                  1
behavior                 1
behind                   1
being                    7
believe                  4
believes                 2
bell                     6
below                    1
bench                    1
bend                     3
beneath                  1
beneficially             1
berger                   1
beside                   1
best                     1
beta                     1
beta-arrestin-1          3
beta2-adrenoreceptors    1
beta2ars                 2
beth                     1
better                   8
between                  11
beyond                   2
big                      5
bigelow                  4
bigger                   2
biggest                  1
billion                  5
billions                 1
bind                     4
binding                  8
binds                    2
biological               3
biologist                1
biologists               1
biology                  4
biomes                   1
biopsies                 1
biosciences              1
biotherpeutics           1
birth                    2
birthing                 1
bisected                 2
bison                    1
bit                      3
bite                     1
black                    39
blackouts                1
blank                    1
blasts                   1
bleed                    1
blemishes                1
blinding                 1
block                    1
blockade                 1
blocked                  1
blockers                 1
blood                    1
blue                     1
board                    1
bob                      1
bodies                   2
body                     8
boiling                  1
bone                     1
bonus                    1
booster                  2
boosters                 3
born                     1
botany                   2
both                     14
boulder                  2
bound                    2
brakes                   1
brand                    1
breakthrough             2
brian                    2
bridge                   1
briefly                  1
bright                   3
brighten                 1
brightening              2
brighter                 1
brightness               1
bring                    3
broader                  1
broadly                  1
broken                   1
bromine                  1
brown                    13
budding                  1
budget                   1
build                    1
build-up                 1
building                 3
built                    1
bulge                    1
bulk                     1
bumping                  1
buoyancy                 1
burial                   1
burn                     1
burrows                  2
burst                    1
business                 2
but                      37
butte                    2
butterflys               2
by                       58
byproduct                1
cady                     2
cal                      1
calibration              2
calif                    5
california               6
californias              1
callas                   1
called                   12
caltechs                 1
cambridge                2
came                     2
camera                   3
campanas                 1
campus                   1
can                      41
canada                   1
canadian                 1
cancer                   14
cancer-fighting          1
cancers                  2
candidate                1
candidates               2
cannot                   2
cant                     1
capabilities             4
capable                  2
cape                     5
capture                  2
captures                 2
carbon                   10
cardiovascular           1
careful                  1
carefully                1
cargo                    6
carried                  2
carry                    2
carrying                 2
case                     2
cases                    2
cast                     1
catecholamine-induced    1
catecholamines           2
cause                    3
caused                   2
causes                   4
cautions                 1
cbe                      1
cell                     11
cells                    18
cellular                 5
celsius                  1
cent                     1
centauri                 1
center                   18
centered                 1
central                  3
centre                   3
century                  2
ceo                      1
certain                  3
certainly                1
certification            1
cfa                      3
chabad                   2
chain                    1
chairs                   1
challenge                3
challenges               3
challenging              1
chance                   3
chandra                  4
chandras                 1
change                   9
changed                  2
changes                  8
changing                 1
characteristic           2
characteristics          1
characteristics:         1
charge                   4
charged                  6
charges                  1
chavi                    1
check                    1
chemical                 2
chew                     1
chewing                  1
child                    1
children                 1
chile                    1
chinook                  2
chromosome               1
chronic                  4
circular                 1
circulation              1
clark                    1
class                    2
classes                  1
classic                  1
classified               1
classroom                1
clay                     1
clean                    1
clear                    2
clearly                  1
climate                  9
climbed                  1
clinical                 4
close                    3
closely                  1
closer                   2
closest                  3
clouds                   1
club                     1
clue                     1
clues                    2
clumps                   1
clumpy                   1
cm                       1
cmes                     1
co-author                4
co-founded               1
co-senior                2
co-workers               1
coast                    1
coat                     9
coating                  2
coats                    3
coauthor                 2
coauthors                1
code                     1
coding                   1
cold                     1
coldest                  4
coleman                  2
colemans                 1
collaboration            3
collaborative            1
collaborator             1
collaborators            1
colleagues               7
collected                2
collecting               1
collections              1
collective               1
college                  3
collegiate               1
collide                  1
collision                2
collisions               2
colo                     2
combination              1
combined                 3
combining                1
come                     4
comerford                1
comes                    1
coming                   4
commented                2
commented:               1
comments                 1
commercial               5
common                   2
communication            1
communications           1
community                2
communitys               1
compact                  1
companies                3
companion                1
company                  2
comparable               1
comparative              1
compare                  1
compared                 3
comparing                1
comparison               2
compelling               1
competition              3
competitors              1
complement               1
complete                 2
completed                2
completely               3
completes                1
complex                  4
complicate               1
component                2
composition              3
compositional            1
compounds                1
comprehensively          1
computationally          1
computer                 2
conceive                 1
conceiving               1
concentration            1
concept                  1
concepts                 1
conceptual               1
concert                  3
conclusive               1
condense                 1
conditions               4
conducted                1
confirm                  2
confirmation             1
confirmed                2
congenital               1
connection               1
connections              1
connectivity             1
consecutive              1
consent                  1
consequences             2
consistent               1
consistently             2
consortia                1
constantly               1
constellation            1
consumed                 1
container                1
containing               1
contemporary             1
continue                 2
continued                2
continues                2
continuous               2
contraceptive            2
contrast                 1
contrasts                1
contribute               1
contribution             1
control                  1
cool                     3
cooled                   1
cooler                   3
coolest                  1
coordinator              1
cores                    1
cornell                  1
coronal                  1
corp                     2
corporation              1
corralled                1
correct                  2
corrected                1
correlated               1
corresponding            1
cosmic                   2
cost                     3
could                    30
council                  1
counterparts             1
couples                  4
courageous               1
course                   3
court                    1
cover                    1
covering                 3
cowles                   1
cpu                      1
craft                    4
crater                   5
craters                  2
create                   7
created                  2
creating                 3
creativity               1
creek                    2
creeks                   1
crew                     3
critical                 2
crucial                  2
ct                       1
culmination              1
cultivated               1
current                  3
currently                2
cushing                  2
customized               1
cut                      3
cutting                  3
cycle                    1
cycles                   2
daily                    1
damage                   7
dams                     1
dark                     6
data                     14
date                     2
dave                     1
david                    5
davis                    4
davy                     1
dawned                   1
day                      3
days                     2
deaconess                1
death                    1
debated                  1
decade                   1
decades                  4
decidedly                1
decipher                 1
decision                 1
decompose                1
dedicated                1
deduced                  1
deep                     4
defects                  3
defined                  1
defining                 1
definitively             1
deform                   1
deformation              2
degradation              2
degrees                  3
degroote                 1
delaware                 1
deleterious              1
delicate                 1
deliver                  1
delivered                1
delivers                 1
delivery                 3
dell                     1
delta                    3
demand                   5
demonstrated             1
denmark                  1
department               8
depend                   1
depict                   1
depths                   3
depths:                  1
deputy                   2
derek                    1
derived                  1
described                1
describing               3
design                   8
designed                 5
designers                1
desirable                1
desired                  1
despite                  1
destination              1
destinations             1
destined                 1
destroys                 1
detail                   2
detailed                 1
details                  5
detect                   3
detectable               1
detected                 2
detection                3
detectors                1
determining              1
detonation               1
develop                  3
developed                9
developing               2
development              12
deviate                  2
deviation                1
device                   1
devices                  8
devoured                 1
dhvi                     2
diagnosing               1
did                      3
didnt                    5
died                     1
diederichs               3
diego                    2
difference               1
differences              3
different                8
differently              1
difficult                3
difficult-to-induce      1
digital                  2
dimiter                  1
dimitrov                 2
dimming                  1
dioxide                  1
directed                 1
direction                1
directional              4
directions               1
directly                 1
director                 8
disasters                1
discontinuous            1
discovered               11
discoveries              2
discovering              2
discovers                1
discovery                5
discriminate             2
disease                  2
disease-related          1
diseases                 3
disk                     3
dismissed                1
disorders                2
disrupted                2
disruption               1
distance                 3
distant                  3
distracted               1
disturbance              1
diverse                  1
diversions               1
diversity                1
diverted                 1
division                 1
dkfz                     1
dna                      14
dna-damaging             1
dnas                     1
do                       16
doe                      4
does                     6
dominated                1
done                     3
dont                     6
door                     1
doors                    1
dopamine                 1
dormant                  1
dose                     6
down                     6
download                 1
downloaded               1
downloads                1
dr                       13
draco                    1
dramatically             3
draw                     1
drawn                    1
dream                    2
drive                    1
driven                   2
driving                  3
drop                     2
droplet                  4
droplets                 2
drops                    3
drove                    1
drug                     2
drugs                    1
dual                     2
dubbed                   1
duckett                  1
due                      1
dug                      1
duke                     6
dulles                   1
dumping                  1
during                   8
dust                     1
dwarf                    5
dwarfs                   17
dynamic                  1
dynamics                 1
dynamo                   1
each                     3
ear                      2
earlier                  4
earliest                 1
early                    6
early-stage              1
earning                  1
ears                     1
earth                    23
earth-bound              1
earth-directed           1
earth-observing          2
earthquake               1
earths                   2
easier                   1
easily                   2
east                     1
eating                   1
echoed                   1
echolocate               1
echolocation             4
ecology                  2
ecosystem                1
edge                     1
edition                  1
edo                      1
edt                      1
education                2
edward                   2
effect                   6
effective                1
effects                  4
efficient                1
effort                   1
efforts                  3
egg                      16
eggs                     6
eight                    3
eighth                   1
either                   3
ejected                  4
ejections                1
electrons                1
electrostatic            2
elements                 1
elevation                1
else                     1
embryos                  1
emerge                   1
emerged                  1
emergency                1
emerging                 4
emission                 3
emissions                1
emit                     1
emitted                  1
emitting                 1
emphasized               2
employed                 1
empty                    1
enable                   3
enabled                  1
enabling                 2
encoded                  1
encourages               1
end                      5
endeavour                8
endeavours               1
ended                    1
ends                     2
energetic                2
energies                 2
energy                   9
engage                   2
engineered               3
engineering              1
engineers                1
engines                  2
enhance                  2
enhanced                 3
enormous                 1
enormously               1
enough                   6
ensure                   1
entire                   3
entirely                 1
entirety                 1
envelope                 15
envelope-based           1
envelope-induced         1
envelopes                3
environment              5
environmental            4
environments             2
envisioned               1
enzymes                  1
episodically             1
epochs                   1
equal-sized              1
equipment                2
equivalent               1
era                      2
ermine                   1
escape                   1
escobar                  1
especially               1
essential                2
estimate                 2
estimated                1
estimates                2
european                 1
evaluated                1
even                     11
event                    3
events                   2
eventually               2
ever                     1
every                    2
everybody                1
everyday                 1
everyone                 1
evidence                 5
evident                  1
evla                     2
evolution                1
evolution:               1
evolutionary             2
evolved                  3
evolving                 1
exactly                  3
examine                  2
examined                 2
examines                 1
examining                1
example                  4
excavated                1
excess                   1
excited                  2
exciting                 3
exclaimed                1
exclusive                1
executive                1
exist                    1
existed                  3
existence                1
existing                 2
exists                   1
expanded                 1
expanding                1
expansion                1
expect                   2
expectations             1
expected                 4
expendable               1
experience               2
experienced              1
experiment               11
experimental             1
experimenting            1
experiments              3
expert                   1
explain                  1
explained                4
explaining               1
explains                 2
explanation              1
explicit                 1
exploration              3
explore                  3
explorer                 1
explosion                1
explosive                1
exposed                  1
exposures                1
express                  1
expressed                2
expression               2
extended                 2
extensively              1
external                 1
extinct                  1
extra                    1
extracted                1
extraordinary            1
extreme                  2
eye                      2
fabbiano                 1
face                     2
facets                   1
facilitate               1
facilities               1
facility                 2
fact                     4
fade                     1
fahlke                   14
fahrenheit               1
fail                     1
failed                   2
faint                    2
fall                     5
falling                  1
falls                    2
family                   2
far                      6
fast                     1
fast-moving              1
faster                   4
fat                      2
favorable                2
feature                  1
features                 5
feb                      1
fed                      1
feeble                   1
feed                     1
feeds                    1
feel                     1
fell                     1
fellow                   2
fertilisation            1
fertilising              1
fertility                3
few                      4
fewer                    1
field                    1
fields                   1
fieldwork                2
fight                    1
fight-or-flight          1
figure                   1
figured                  2
fill                     1
filled                   1
filter                   1
filters                  1
final                    2
finalists                1
finally                  2
find                     10
finding                  4
findings                 8
finds                    3
finger                   1
finish                   2
fires                    1
first                    33
fish                     5
fit                      1
five                     5
fixation                 1
fixed                    3
flare                    2
flares                   6
flat-topped              1
flexibility              1
flexible                 1
flight                   9
flights                  4
float                    1
floating                 1
florence                 1
florida                  3
flourish                 1
flow                     2
flowing                  1
flu-like                 1
fluctuations             2
flutter                  1
fly                      1
fmedsci                  1
focus                    1
focused                  2
focuses                  1
followed                 2
following                1
food                     3
footstool                1
for                      146
force                    4
forecasting              5
forecasts                3
foreign                  3
form                     9
formation                5
formed                   3
former                   1
forming                  1
forthcoming              1
fortunately              1
forward                  2
fossil                   2
fossilization            1
fossils                  1
foster                   1
found                    12
four                     4
four-million-solar-mass  1
fragment                 1
fragments                1
framework                1
francisco                1
frederic                 1
free                     1
frequent                 1
frequently               1
fresh                    1
from                     76
front                    2
frozen                   1
frs                      1
frustrated               1
fueled                   1
fuels                    2
full                     1
fully                    3
fun                      1
function                 3
functional               1
functioning              1
functions                3
funding                  3
funnels                  1
further                  3
fuse                     1
future                   8
g                        1
gain                     2
galaxies                 7
galaxy                   20
galaxys                  1
game                     1
games                    2
gamma-ray                2
gap                      2
garan                    1
garden                   1
gary                     1
gas                      10
gas-giant                1
gave                     1
gear                     1
gene                     8
general                  1
generally                1
generate                 2
generated                1
generation               5
generous                 1
genes                    14
genetically              1
geneticist               1
genetics                 1
genome                   4
genomes                  1
genomic                  1
genomics                 2
geography                1
geological               1
geology                  1
george                   1
germany                  1
germline                 1
gerry                    1
get                      6
getting                  3
gingerich                2
girls                    1
give                     2
given                    3
gives                    1
glacier                  21
glaciers                 6
global                   1
glow                     1
glowing                  3
glucose                  1
go                       2
goal                     3
goals                    1
goddard                  2
going                    6
golding                  1
good                     5
got                      1
grade                    1
gravity                  3
greater                  3
greatly                  1
greenbelt                2
greenhouse               1
greenland                9
greenlands               1
ground                   5
ground-based             2
group                    5
groups                   3
grow                     1
growing                  2
growth                   3
guardian                 1
guide                    2
guido                    1
guillermo                1
gulf                     1
gyneacology              1
gyro                     2
habits                   1
had                      10
half                     5
handcrafting             1
handheld                 1
handled                  1
handling                 1
hands-on                 1
hanes                    1
hanna                    3
happened                 3
happens                  2
hard                     1
hardware                 3
harming                  1
harmless                 1
haro                     1
harrington               1
hartigan                 4
harvard                  3
harvard-smithsonian      2
has                      35
have                     66
having                   3
havoc                    1
hawaii                   2
haynes                   4
he                       4
head                     4
head-on                  1
headquarters             2
health                   3
hear                     1
hearing                  3
hearing:                 1
heart                    1
heat                     1
heated                   2
heating                  1
heavily                  1
hebrew                   2
heels                    1
heidelberg               2
held                     2
helioseismologists       1
helioseismology          2
heliospheric             1
help                     10
helped                   2
helpful                  1
helps                    2
hendrik                  1
her                      3
herbig                   1
herbig-haro              2
here                     4
hereditary               1
hesitation               1
hh                       7
hidden                   3
hides                    1
high                     4
high-energy              2
high-frequency           1
high-resolution          1
higher                   6
highest                  2
highlighting             1
highlights               1
highly                   4
hindered                 1
his                      9
history                  3
hit                      1
hiv                      17
hiv-1                    1
hiv-aids                 1
hiv-protective           1
hiv:                     1
hivs                     1
hoisted                  2
hold                     1
holder                   1
holding                  2
hole                     18
holes                    21
hong                     3
honor                    1
hope                     6
hoped                    1
hopes                    1
horizon                  1
hormone                  1
hormones                 3
horse                    1
hose                     1
hospital                 2
hospital-acquired        1
hospitals                1
host                     3
hosting                  1
hotter                   1
hours                    2
house                    2
houses                   1
houston                  1
houston-based            1
how                      28
however                  9
hua-xin                  1
hubble                   6
hubbles                  1
hubs                     1
huge                     1
human                    20
humans                   5
hundreds                 1
hunted                   1
hurricane                1
hydroelectric            1
hydrogen                 2
hydropower               5
hypothesis               4
i                        4
ice                      3
idea                     2
ideas                    1
identical                1
identification           1
identified               5
identifies               1
identify                 3
if                       13
ii                       3
illustrate               1
ilonidis                 6
ilonidiss                1
image                    3
imager                   2
images                   2
imagine                  1
imaging                  1
immature                 11
immediate                1
immediately              1
immune                   6
immunity                 2
immunizations            1
immunogen                1
immunogenicity           2
immunogens               2
immunology               3
impact                   5
imperial                 4
implications             1
implying                 1
importance               1
important                17
impossible               1
improve                  4
improving                1
in                       268
inactivate               1
inc                      2
include                  3
included                 2
includes                 1
including                11
incoming                 1
incorporate              1
increase                 1
incredibly               2
indicate                 3
indicated                1
indicates                2
indicating               1
indication               1
individual               1
individually             1
inducing                 2
industries               1
industry                 2
infalling                1
infect                   1
infections               1
infectious               2
infertility              3
influence                1
informally               1
information              2
informed                 1
infrared                 8
infrastructure           1
infusion                 2
initial                  3
initially                2
initiated                1
inject                   1
injected                 1
inner                    2
innermost                1
innovative               1
insert                   1
inside                   4
insight                  1
insights                 2
inspired                 1
installations            1
instance                 1
instead                  4
institute                14
institutes               1
institutions             1
instrument               4
instrumentation          1
instruments              4
insufficient             1
integrate                1
integrated               1
intended                 2
intense                  3
intensive                1
interact                 1
interaction              1
interactions             3
interest                 2
interestingly            1
interglacial             1
international            7
internationally          1
internet                 1
interpret                2
interstellar             1
into                     26
intravenous              4
intravenously-delivered  1
introduced               1
invention                1
investigate              1
investigating            2
investigation            6
investigations           1
investigator             3
investigators            2
involved                 6
involves                 1
involving                1
ios                      4
iphone                   2
irregularity             1
is                       142
islands                  1
isnt                     1
isolate                  1
isolated                 1
isolation                1
israel                   1
issue                    4
it                       73
italy                    2
ithaca                   1
its                      22
itself                   3
itunes                   1
j                        1
j1644+57                 4
jan                      1
japan                    2
japan-led                1
jaw                      1
jaws                     2
jay                      1
jennerex                 2
jet                      9
jets                     18
jgi                      3
jgis                     1
jim                      1
john                     3
joint                    3
jon                      1
journal                  9
jpss                     3
julia                    2
july                     2
jumbo                    1
junfeng                  1
junior                   1
junwei                   1
jupiter                  1
just                     11
justify                  1
jx-594                   4
kansas                   1
kea                      2
keck                     1
keen                     1
keep                     3
ken                      1
kennedy                  2
kennedys                 1
kept                     1
kerosene                 2
key                      9
kibo                     1
kidding                  1
kids                     6
kilometers               2
kind                     9
kinds                    2
kirchman                 1
kirkpatrick              2
kirn                     1
kitchen                  1
km                       1
knife                    1
knock                    1
knot                     1
knots                    1
know                     4
knowledge                3
known                    10
knudsen                  1
kong                     3
kosovichev               1
ksc                      2
kwong                    1
lab                      1
laboratory               13
laboratorys              1
lack                     1
land                     2
landing                  4
large                    5
largely                  1
largest                  2
las                      1
last                     2
lasted                   1
lasting                  1
lasts                    2
late                     1
later                    4
launch                   22
launched                 3
lavery                   1
layers                   1
lead                     6
leading                  1
leads                    4
leapfrog                 1
learn                    1
learned                  3
learning                 1
least                    4
leave                    1
leaves                   1
led                      7
lefkowitz                1
left                     3
leftkowitz               1
leftward                 1
leisure                  1
less                     10
less-acidic              1
letvin                   2
leveling                 1
levels                   3
lfi                      1
liao                     2
life                     8
lifecycle                1
lifetime                 1
light                    13
light-years              4
lights                   1
like                     18
likely                   9
limb                     1
limited                  3
limits                   1
line                     1
lineages                 1
link                     1
linked                   3
links                    1
liquid                   1
lisa                     1
list                     2
literally                1
little                   2
live                     2
lived                    1
living                   2
llc                      1
loaded                   1
loading                  2
local                    2
locality                 1
located                  4
location                 2
locations                2
london                   3
long                     4
long-term                5
longer                   5
longest-observed         1
longstanding             1
look                     10
looked                   1
looking                  1
looks                    3
los                      4
lose                     1
loss                     5
loss-of-function         1
losses                   2
lost                     1
lot                      1
louis                    1
love                     1
low                      2
lower                    5
luminous                 1
lumpy                    1
lung                     1
m                        1
m.d                      2
macaques                 1
machinery                1
made                     7
magellan                 1
magic                    1
magnetic                 4
magnetism                2
main                     1
maintained               1
maintenance              1
major                    1
make                     12
makes                    4
making                   1
mammals                  1
mammoth                  1
mammoths                 1
managed                  1
management               3
manager                  2
managing                 1
manipulate               1
manipulation             1
many                     14
march                    4
marilyn                  1
marine                   1
marisa                   1
markets                  2
marks                    1
mars                     10
martian                  2
mascola                  1
mass                     21
mass-spectrometric       1
masses                   1
massive                  2
master                   1
match                    3
mated                    1
material                 11
matter                   2
matters                  1
maturation               1
mature                   1
mauna                    2
maxi                     2
may                      19
maybe                    1
mcmaster                 3
mcmasters                2
md                       2
me                       2
me:                      1
mean                     2
means                    5
measured                 1
measurement              1
measurements             4
measuring                1
mechanism                4
mechanistic              1
medical                  6
medicine                 8
meet                     3
melting                  3
member                   2
members                  2
memory                   1
mending                  1
mental                   1
mere                     1
merge                    3
merged                   2
merger                   5
mergers                  2
mernild                  1
metabolic                3
metabolism               1
metagenomics             1
meteorologists           2
meters                   1
methane                  1
method                   3
methods                  2
metres                   7
miami                    1
michael                  3
michigan                 1
micro-g                  6
microbes                 3
microbial                3
microgravity             4
microorganisms           2
microscope               1
microscopic              1
might                    8
mild                     2
miles                    5
military                 1
milky                    2
million                  8
millions                 2
mind                     1
minerals                 2
minimal                  1
minor                    4
minutes                  1
miracle                  1
miscarriages             2
mismatch                 1
missing                  2
mission                  6
missions                 5
missouri                 2
mit                      1
mittivakkat              8
mix                      1
mobile                   1
model                    11
models                   3
moderate                 1
modern                   5
modified                 1
modifying                1
modular                  1
module                   1
molecular                7
molecule                 1
molecules                8
momentum                 1
monitor                  4
monitoring               2
monopoly                 1
monterey                 1
months                   1
moon                     1
more                     20
morse                    1
most                     17
mostly                   1
motion                   2
motions                  1
mouse                    1
move                     1
moved                    2
movies                   6
much                     15
multiple                 5
museum                   2
must                     2
mutations                1
my                       2
mysteries                1
mystery                  1
mysticetes               1
n.m                      2
n.y.                     1
named                    4
namely                   1
nanoracks                3
nanotubes                1
narrow                   1
nasa                     11
nasal                    1
nasas                    22
national                 12
natural                  14
nature                   7
navigate                 1
navigation               1
ncar                     1
near                     8
nearby                   1
nearest                  2
nearly                   2
necessarily              2
necessary                2
need                     7
needed                   1
needs                    1
negative                 3
negatively               2
neighborhood             1
neighbors                1
nelson                   1
neuropsychiatric         1
neurotransmitters        1
neutralizing             3
never-before-seen        1
new                      43
newer                    1
newly                    3
next                     11
ngc                      7
niaid                    1
niels                    1
nine                     3
no                       10
noaa                     2
non-                     1
non-living               2
non-protein-coding       3
noradrenaline            2
normal                   3
norman                   1
north                    1
northern                 1
noses                    1
not                      38
noted                    2
notice                   1
noticeably               1
novel                    2
november                 1
now                      14
npp                      15
npps                     1
nucleases                1
number                   1
numbers                  1
numerous                 3
nylon                    2
objective                2
objectives               1
objects                  5
obscured                 1
obscuring                1
observable               1
observation              2
observations             18
observatories            1
observatory              6
observatorys             1
observe                  5
observed                 5
observing                2
obstetrics               1
obtained                 2
occur                    2
occurred                 1
occurring                2
occurs                   1
ocean                    11
oceanic                  1
oceanographic            1
oceans                   4
oct                      2
october                  1
odontocetes              1
odyssey                  5
of                       460
off                      6
off-axis                 1
offer                    2
offering                 1
office                   3
officials                1
often                    4
oftentimes               1
ohri                     3
old                      1
on                       100
onboard                  1
once                     5
oncolytic                2
one                      23
ones                     1
ongoing                  1
online                   4
only                     15
onset                    1
onto                     2
open                     1
opened                   1
opening                  1
openings                 1
operability              1
operable                 1
operate                  6
operated                 2
operates                 1
operating                2
operational              4
operations               2
operators                1
opportunity              14
opportunitys             1
opposed                  1
opposite                 2
oppositely               1
optical                  2
option                   1
options                  2
or                       35
orbit                    4
orbital                  3
orbited                  1
orbiters                 1
orbits                   1
orbs                     1
order                    1
organic                  1
organisms                3
organization             1
organizations            1
organs                   1
other                    25
others                   2
ottawa                   4
our                      40
ourselves                1
out                      20
outages                  1
outbreaks                1
outburst                 1
outcomes                 1
outcrops                 1
outer                    11
outflow                  2
outflows                 1
outgoing                 1
outlines                 1
outside                  2
outstanding              1
oven                     1
over                     13
overactive               1
overall                  2
overcome                 1
overlay                  1
owls                     1
own                      4
oxygen                   1
p53                      2
package                  2
pad                      2
painstaking              1
paint                    1
pair                     11
pairs                    2
paleontology             3
palomar                  1
pang                     1
panoramic                1
paper                    8
parameters               1
parent                   1
part                     11
participate              1
participated             2
participation            2
particles                1
particular               4
particularly             3
partner                  1
partnership              1
parts                    2
pasadena                 5
passengers               1
past                     3
patch                    1
pathogens                1
pathology                1
pathway                  7
pathways                 4
patients                 10
patrick                  1
patterns                 3
pay                      1
payload                  2
peak                     1
peculiarities:           1
peek                     1
penetrate                1
penetrates               2
penn                     11
penns                    1
people                   6
pepi                     1
peptic                   1
per                      4
percent                  3
perform                  2
performance              2
performed                5
performs                 1
period                   2
periods                  1
permafrost               3
persistent               1
peter                    1
ph.d                     1
phase                    2
phd                      1
phenomena                1
phenomenon               3
phil                     1
philip                   1
phone-related            1
phones                   7
photographic             1
photos                   3
photosynthesis           1
physics                  3
physiology               1
picture                  1
piece                    4
pieced                   1
pinpoint                 1
pioneers                 1
place                    2
placed                   1
placement                1
plagued                  1
plan                     2
planet                   6
planet-sized             1
planetary                1
planets                  2
planned                  3
planning                 2
plans                    2
plants                   1
plasma                   2
plausible                1
play                     2
player                   1
plays                    1
pleistocene              1
plos                     1
pm                       6
poh-choo                 1
poinar                   2
point                    3
point-to-point           1
points                   1
polar                    2
polar-orbiting           2
polarity                 1
pollution                1
population               1
populations              1
portfolios               1
portion                  1
position                 4
positive                 3
possess                  1
possibilities            1
possibility              1
possible                 8
possibly                 3
post-doctoral            1
postdoctoral             2
potential                3
potentially              1
pound                    2
power                    4
powerful                 4
powering                 1
practical                2
precipitation            1
precisely                4
precursor                1
predates                 1
predators                1
predatory                1
predecessors             1
predict                  2
predicted                1
predicting               1
prediction               2
predicts                 1
predominant              1
preferentially           1
prelaunch                1
prelude                  1
preparation              1
preparations             1
preparatory              1
preparing                1
presence                 1
present                  4
presentation             1
preserved                1
pressure                 1
prevented                2
prevention               1
previous                 3
previously               9
prey                     1
price                    2
prices                   1
primarily                2
primary                  1
primates                 2
prime                    1
principal                4
prior                    1
pristine                 1
problem                  5
problems                 3
procedure                1
proceedings              1
process                  8
processes                1
processing               3
produce                  5
produced                 2
producing                1
product                  1
production               1
productivity             1
prof                     1
professor                14
program                  5
programme                2
project                  6
projects                 1
promise                  1
promising                2
promote                  1
propellant               1
properties               2
proposal                 1
proposed                 2
propulsion               2
prospect                 1
prostate                 1
protect                  1
protective               1
protein                  7
protein-coding           1
