Word                     Frequency
disrupted                2
disruption               1
distance                 3
distant                  3
distracted               1
disturbance              1
diverse                  1
diversity                1
division                 1
do                       7
does                     1
dominated                1
done                     3
dont                     5
dormant                  1
down                     4
download                 1
downloaded               1
downloads                1
draco                    1
dramatically             3
draw                     1
dream                    2
driven                   1
driving                  2
drop                     2
droplet                  4
droplets                 2
drops                    3
drove                    1
dual                     2
dubbed                   1
due                      1
dug                      1
dulles                   1
during                   3
dust                     1
dwarf                    5
dwarfs                   17
dynamics                 1
dynamo                   1
each                     2
earlier                  1
early                    2
earning                  1
earth                    23
earth-bound              1
earth-directed           1
earth-observing          2
earthquake               1
earths                   1
easier                   1
easily                   1
echoed                   1
edge                     1
edo                      1
edt                      1
education                2
effect                   1
efficient                1
effort                   1
efforts                  1
eighth                   1
either                   3
ejected                  4
ejections                1
electrons                1
electrostatic            2
elements                 1
emerge                   1
emergency                1
emerging                 3
emission                 3
emit                     1
emitted                  1
emitting                 1
emphasized               1
enable                   1
enabled                  1
encourages               1
end                      2
endeavour                7
endeavours               1
ended                    1
energetic                2
energies                 2
energy                   3
engage                   2
engineers                1
engines                  2
enhance                  1
enhanced                 1
enormous                 1
enough                   5
ensure                   1
entire                   3
entirely                 1
environment              3
environmental            3
environments             2
envisioned               1
episodically             1
epochs                   1
equal-sized              1
equipment                2
equivalent               1
era                      1
escape                   1
essential                1
estimate                 2
estimated                1
estimates                1
even                     5
event                    3
eventually               1
ever                     1
everyday                 1
evidence                 1
evla                     2
evolving                 1
exactly                  1
examine                  2
examined                 2
examines                 1
example                  3
excavated                1
excess                   1
exciting                 2
exclaimed                1
exclusive                1
executive                1
existed                  1
existence                1
existing                 2
expanded                 1
expanding                1
expansion                1
expect                   2
expectations             1
expected                 2
expendable               1
experience               1
experiment               11
experimental             1
experiments              3
expert                   1
explained                3
explains                 2
explanation              1
explicit                 1
exploration              3
explore                  2
explorer                 1
explosion                1
explosive                1
exposed                  1
exposures                1
extended                 1
external                 1
extraordinary            1
extreme                  1
eye                      2
fabbiano                 1
facets                   1
facilities               1
facility                 2
fact                     2
fade                     1
fahrenheit               1
failed                   1
faint                    2
fall                     2
falling                  1
falls                    2
family                   1
far                      4
fast-moving              1
faster                   2
favorable                2
feature                  1
features                 5
feb                      1
feeble                   1
feeds                    1
feel                     1
fell                     1
fellow                   1
few                      1
field                    1
fields                   1
filled                   1
filters                  1
final                    2
finalists                1
finally                  1
find                     6
finding                  2
finds                    1
fires                    1
first                    18
five                     4
flare                    2
flares                   6
flat-topped              1
flexibility              1
flexible                 1
flight                   8
flights                  4
float                    1
floating                 1
florence                 1
flow                     1
flowing                  1
flutter                  1
fly                      1
focus                    1
focused                  1
focuses                  1
followed                 1
following                1
footstool                1
for                      77
force                    4
forecasting              5
forecasts                3
form                     5
formation                5
formed                   1
forming                  1
forthcoming              1
fortunately              1
forward                  1
foster                   1
found                    3
four                     3
four-million-solar-mass  1
fragment                 1
fragments                1
free                     1
frequent                 1
fresh                    1
from                     39
fueled                   1
fuels                    2
fully                    1
fun                      1
functional               1
funnels                  1
fuse                     1
future                   8
gain                     1
galaxies                 7
galaxy                   20
galaxys                  1
game                     1
games                    2
gamma-ray                2
gap                      1
garan                    1
garden                   1
gas                      9
gas-giant                1
gear                     1
generally                1
generate                 1
generation               3
geology                  1
george                   1
germany                  1
get                      4
getting                  3
girls                    1
give                     2
given                    2
gives                    1
glow                     1
glowing                  3
goals                    1
goddard                  2
going                    6
good                     5
got                      1
grade                    1
gravity                  3
greater                  3
greatly                  1
greenbelt                2
ground                   4
ground-based             2
group                    1
grow                     1
growing                  2
guide                    1
guido                    1
guillermo                1
gulf                     1
gyro                     2
had                      3
half                     2
handheld                 1
handled                  1
handling                 1
hands-on                 1
happened                 2
happens                  1
hardware                 3
haro                     1
hartigan                 4
harvard                  1
harvard-smithsonian      2
has                      19
have                     29
having                   3
hawaii                   2
he                       2
head-on                  1
headquarters             2
health                   1
hear                     1
heated                   2
heating                  1
heavily                  1
hebrew                   2
held                     2
helioseismologists       1
helioseismology          2
heliospheric             1
help                     4
helps                    1
her                      2
herbig                   1
herbig-haro              2
here                     3
hesitation               1
hh                       7
hidden                   3
high                     4
high-energy              2
high-resolution          1
higher                   2
highlights               1
highly                   2
his                      5
history                  2
hit                      1
hoisted                  2
hold                     1
holder                   1
holding                  1
hole                     18
holes                    21
honor                    1
hope                     2
hopes                    1
horizon                  1
hose                     1
host                     3
hosting                  1
hotter                   1
hours                    2
house                    2
houston                  1
houston-based            1
how                      13
however                  6
hubble                   6
hubbles                  1
hubs                     1
human                    4
hunted                   1
hurricane                1
hydrogen                 2
hypothesis               3
i                        1
ice                      1
idea                     1
ideas                    1
identical                1
identified               2
identify                 1
if                       9
ii                       3
ilonidis                 6
ilonidiss                1
image                    3
imager                   2
images                   2
imagine                  1
immediate                1
immediately              1
impact                   2
implying                 1
important                6
impossible               1
improve                  1
in                       132
include                  3
included                 1
including                5
incorporate              1
increase                 1
incredibly               1
indicate                 2
indicated                1
indicates                1
indicating               1
industries               1
industry                 2
infalling                1
influence                1
informally               1
infrared                 8
infrastructure           1
initial                  1
initially                1
initiated                1
inner                    2
innermost                1
inside                   3
insights                 1
inspired                 1
instance                 1
instead                  4
institute                2
instrument               4
instrumentation          1
instruments              4
intended                 1
intense                  3
intensive                1
interact                 1
interaction              1
interactions             3
interest                 1
international            6
internet                 1
interstellar             1
into                     18
invention                1
investigation            6
investigations           1
investigator             2
involved                 1
ios                      4
iphone                   2
is                       82
islands                  1
isnt                     1
issue                    3
it                       46
italy                    2
ithaca                   1
its                      14
itself                   1
itunes                   1
j1644+57                 4
jan                      1
japan                    2
japan-led                1
jay                      1
jet                      9
jets                     18
jim                      1
john                     1
joint                    1
jon                      1
journal                  4
jpss                     3
julia                    1
july                     2
jumbo                    1
junfeng                  1
junwei                   1
jupiter                  1
just                     6
justify                  1
kansas                   1
kea                      2
keck                     1
keep                     3
ken                      1
kennedy                  2
kennedys                 1
kept                     1
kerosene                 2
key                      3
kibo                     1
kids                     6
kilometers               2
kind                     5
kinds                    1
kirkpatrick              2
kitchen                  1
km                       1
knot                     1
knots                    1
know                     3
knowledge                1
known                    4
kosovichev               1
ksc                      2
laboratory               5
lack                     1
land                     2
landing                  4
large                    4
las                      1
lasting                  1
lasts                    1
late                     1
launch                   22
launched                 3
lavery                   1
layers                   1
lead                     4
leading                  1
leapfrog                 1
learn                    1
learned                  3
learning                 1
led                      3
left                     2
leisure                  1
less                     4
less-acidic              1
leveling                 1
lfi                      1
life                     3
lifecycle                1
lifetime                 1
light                    13
light-years              4
lights                   1
like                     16
likely                   2
limb                     1
limited                  2
limits                   1
linked                   2
liquid                   1
list                     2
literally                1
little                   2
llc                      1
loaded                   1
loading                  2
located                  4
location                 2
locations                1
long                     3
long-term                2
longer                   3
look                     8
looked                   1
looking                  1
looks                    2
los                      2
lose                     1
lot                      1
louis                    1
love                     1
low                      1
lower                    2
luminous                 1
lumpy                    1
made                     3
magellan                 1
magic                    1
magnetic                 4
magnetism                2
main                     1
maintenance              1
make                     7
makes                    2
managed                  1
manager                  2
manipulate               1
manipulation             1
many                     4
march                    4
marilyn                  1
markets                  2
mars                     10
martian                  2
mass                     8
masses                   1
massive                  2
master                   1
match                    1
mated                    1
material                 10
matter                   2
mature                   1
mauna                    2
maxi                     2
may                      11
md                       2
me                       2
mean                     1
means                    3
measurement              1
measurements             2
measuring                1
meet                     1
member                   2
members                  2
memory                   1
merge                    2
merged                   2
merger                   5
mergers                  2
meteorologists           2
methane                  1
miami                    1
michael                  1
micro-g                  6
microbial                1
microgravity             4
microscopic              1
might                    5
miles                    5
milky                    2
million                  6
millions                 2
minerals                 2
minor                    4
mismatch                 1
missing                  1
mission                  6
missions                 5
mix                      1
mobile                   1
model                    1
models                   1
modular                  1
module                   1
molecular                1
molecules                1
momentum                 1
monitor                  4
monitoring               2
monopoly                 1
moon                     1
more                     14
morse                    1
most                     12
mostly                   1
motion                   2
motions                  1
move                     1
moved                    2
movies                   6
much                     10
multiple                 2
must                     1
my                       1
mysteries                1
n.m                      2
n.y.                     1
named                    4
namely                   1
nanoracks                3
nanotubes                1
narrow                   1
nasa                     11
nasas                    22
national                 7
natural                  1
nature                   2
navigation               1
near                     8
nearest                  2
nearly                   2
necessarily              2
necessary                1
need                     3
needs                    1
negative                 1
negatively               2
neighborhood             1
neighbors                1
never-before-seen        1
new                      21
newer                    1
newly                    1
next                     9
ngc                      7
nine                     3
no                       7
noaa                     2
northern                 1
noses                    1
not                      13
notice                   1
november                 1
now                      2
npp                      15
npps                     1
numerous                 1
nylon                    2
objective                2
objects                  5
obscured                 1
obscuring                1
observable               1
observations             9
observatories            1
observatory              6
observatorys             1
observe                  5
observed                 2
observing                2
occurred                 1
occurring                1
occurs                   1
ocean                    2
oceanic                  1
oceans                   1
oct                      2
october                  1
odyssey                  5
of                       217
off                      3
off-axis                 1
offer                    1
offering                 1
office                   2
officials                1
often                    2
old                      1
on                       63
onboard                  1
once                     3
one                      16
ones                     1
online                   2
only                     5
onto                     2
operability              1
operable                 1
operate                  6
operated                 2
operates                 1
operating                1
operational              4
operations               2
operators                1
opportunity              14
opportunitys             1
opposite                 2
oppositely               1
optical                  2
or                       23
orbit                    4
orbital                  3
orbited                  1
orbiters                 1
orbits                   1
orbs                     1
other                    13
others                   2
our                      23
out                      9
outages                  1
outburst                 1
outcrops                 1
outflow                  2
outflows                 1
outgoing                 1
outstanding              1
oven                     1
over                     8
overall                  2
overlay                  1
own                      4
oxygen                   1
package                  2
pad                      2
paint                    1
pair                     11
pairs                    2
palomar                  1
panoramic                1
paper                    3
parameters               1
parent                   1
part                     3
participate              1
participated             1
participation            2
particles                1
particular               1
particularly             1
partner                  1
parts                    2
pasadena                 5
passengers               1
past                     3
patch                    1
patrick                  1
pay                      1
payload                  2
peek                     1
penetrate                1
penn                     11
penns                    1
people                   5
pepi                     1
per                      2
percent                  1
performance              2
performed                4
period                   1
phase                    1
phd                      1
phenomena                1
phenomenon               2
phil                     1
phone-related            1
phones                   7
photos                   3
physics                  3
picture                  1
piece                    3
pieced                   1
place                    2
placed                   1
placement                1
plan                     2
planet                   4
planet-sized             1
planetary                1
planets                  2
planned                  3
planning                 1
plans                    2
plasma                   2
plausible                1
play                     1
point                    3
point-to-point           1
points                   1
polar                    2
polar-orbiting           2
polarity                 1
portion                  1
position                 4
positive                 3
possess                  1
possible                 4
possibly                 3
post-doctoral            1
potential                2
potentially              1
pound                    2
power                    2
powerful                 2
powering                 1
precisely                1
predict                  2
predicted                1
predicting               1
prediction               2
prelaunch                1
prelude                  1
preparation              1
preparations             1
preparatory              1
preparing                1
presence                 1
present                  1
presentation             1
previous                 1
previously               2
price                    2
prices                   1
prime                    1
principal                2
prior                    1
process                  3
processes                1
processing               2
produce                  3
produced                 2
producing                1
productivity             1
prof                     1
professor                2
program                  3
project                  3
projects                 1
promise                  1
propellant               1
properties               1
proposal                 1
proposed                 1
propulsion               2
prospect                 1
protostar                1
provide                  5
provided                 1
provides                 1
providing                1
proving                  1
proxima                  1
public                   1
pull                     1
pulled                   1
pulse                    1
pursuing                 1
quantity                 1
quest                    1
radiation                2
radiation-induced        1
radio                    7
radio-emitting           1
radiometer               1
ragged                   1
ran                      1
range                    2
ranking                  1
rapid                    2
rapidly                  2
rate                     1
rates                    2
rather                   1
ray                      1
reach                    3
reaching                 1
react                    2
ready                    1
real                     3
realized                 2
really                   3
recent                   1
recently                 1
record                   2
recording                1
records                  1
red                      1
reference                1
referred                 1
refinements              1
region                   1
regions                  2
regular                  1
relationship             1
relatively               1
relativistic             1
released                 1
reliability              1
reliable                 1
remain                   1
remains                  1
remarkable               1
remarkably               1
remnant                  1
remote                   1
reorient                 1
repeat                   1
require                  2
requirements             1
research                 8
researchers              5
researching              1
resolution               1
resource                 1
responders               1
rest                     1
restricted               1
result                   2
resulted                 1
results                  4
return                   1
returns                  1
reusable                 2
reuse                    1
reveal                   3
revealed                 2
revised                  1
revolutionary            1
rice                     1
ridge                    1
ridges                   1
right                    2
rim                      6
ripped                   1
risaliti                 1
rishikof                 7
roaming                  1
roaring                  1
robot                    1
robotic                  1
rock                     6
rocket                   2
rocks                    2
role                     1
roles                    2
ron                      1
room                     2
ross                     1
round                    1
routine                  1
rove                     1
rover                    7
rovers                   5
rubber                   4
rubbing                  2
run                      4
running                  1
runway                   3
safe                     1
said                     29
sailing                  2
same                     4
san                      2
satellite                13
satellites               6
saw                      2
say                      3
says                     5
scanned                  1
scanning                 1
scenario                 1
schedule                 1
scheduled                2
scherrer                 1
school                   3
schwer                   1
science                  12
sciences                 1
scientific               2
scientist                2
scientists               9
screen                   1
sdo                      2
second                   6
seconds                  1
section                  1
sedimentary              1
see                      8
seems                    1
seen                     7
seismic                  1
selected                 3
send                     1
sending                  1
senior                   1
sense                    3
sensitive                2
sensor                   2
separate                 2
separated                2
separating               1
series                   1
serves                   1
services                 1
servicing                1
sets                     1
setting                  1
seventh                  1
several                  3
share                    3
sharpness                1
she                      2
shining                  1
shipping                 1
shoot                    1
short                    1
short-lived              1
short-term               1
shorts                   1
should                   4
show                     3
showed                   2
showing                  3
shown                    1
shows                    2
shredded                 1
shuttle                  1
side                     1
signal                   1
signatures               2
significant              1
signify                  1
signs                    1
similar                  5
similarities             1
simple                   1
simulation               1
simulations              2
simultaneously           1
since                    5
single                   3
site                     2
sites                    1
six                      3
size                     3
sky                      3
slamming                 1
slams                    1
slow-moving              1
slows                    1
small                    3
smaller                  5
smartphone               2
smartphones              6
smooth                   1
sniffen                  6
so                       13
socializing              1
socorro                  1
software                 4
soho                     2
solar                    10
solid                    2
some                     10
something                1
sometimes                2
soon                     1
sort                     1
sound                    1
sounds                   1
source                   6
sources                  2
south                    1
space                    56
space-based              1
space-going              1
space-worthy             1
spacecraft               9
spacelab                 4
spark                    1
spectra                  1
spectral                 1
speed                    3
speeds                   1
spend                    1
spent                    1
spheres                  1
spin                     1
spiral                   6
spirals                  1
spirit                   2
spitzer                  1
split                    1
sporadically             1
spot                     4
spots                    1
spur                     1
squyres                  1
st                       1
stage                    8
stages                   1
standard                 1
standards                2
stanford                 3
star                     18
star-formation           1
star-like                1
stars                    10
stars08.23.11            1
stars08.31.11            1
start                    1
started                  1
starting                 1
state                    4
stathis                  1
static                   4
station                  20
stations                 1
steadily                 1
steady                   1
stellar                  2
steve                    1
still                    6
stitch                   1
store                    1
stored                   1
storm                    1
storms                   1
straight                 1
strategies               1
stream                   2
streaming                1
strikingly               1
structure                3
structured               1
sts-135                  2
student                  1
students                 15
studied                  3
studies                  8
study                    16
studying                 2
submarine                1
submerged                2
success                  1
successfully             1
such                     4
suddenly                 1
suggest                  2
suggested                1
suggests                 1
suite                    1
sulfate-rich             1
sun                      12
sun-like                 1
suns                     7
sunspot                  8
sunspots                 12
supermassive             10
supersized               1
supersonic               2
supplement               1
supplies                 1
support                  2
supported                1
supporting               2
sure                     1
surface                  5
surprise                 3
surrounding              2
surroundings             1
survey                   2
survive                  1
sweet                    1
swift                    10
swifts                   1
swirl                    1
swirling                 1
swirls                   1
synchronized             1
system                   12
systems                  5
tag                      1
take                     2
taken                    1
takes                    1
taking                   3
tape                     1
teachers                 1
teaching                 1
team                     12
technique                4
technologies             3
technology               1
telescope                9
telescopes               3
tell                     1
telltale                 1
temperature              4
temperatures             2
tennis                   1
termed                   1
test                     4
testing                  2
tests                    2
texas                    3
than                     21
that                     68
thats                    2
the                      489
their                    19
them                     6
then                     3
theoretical              1
theories                 1
there                    13
theres                   4
these                    22
thesis                   1
they                     27
things                   1
think                    4
thinking                 1
this                     30
those                    7
though                   1
thousand                 1
three                    7
three-axis               2
three-month              1
thrilling                1
through                  7
thus                     1
ticker                   1
ticket                   1
tidal                    1
tidally                  1
tides                    1
time                     12
time-distance            1
time-lapse               2
times                    6
timescales               1
tisdale                  3
to                       198
todays                   1
together                 4
told                     1
tons                     1
too                      1
took                     2
tools                    1
top                      1
tornado                  1
tourism                  2
toward                   5
towards                  2
trace                    1
track                    1
tracker                  1
tracking                 1
transferred              1
transport                2
transportation           1
travel                   2
traveling                2
traverses                1
trips                    1
truck                    1
true                     1
truly                    1
trying                   1
tube                     3
tubing                   11
tuesday                  1
tuesdays                 1
turbulent                1
turnaround               2
turned                   1
turning                  1
twenty-fifth             1
twice                    1
twin                     2
two                      21
typical                  1
typically                1
u.k.                     1
ultraviolet              1
under                    3
undergo                  2
understand               5
understanding            1
unequal                  1
unintended               1
unique                   3
united                   1
universe                 1
university               6
unleashes                1
unlike                   2
unloaded                 1
unprecedented            4
unravel                  1
unscathed                1
until                    1
unusual                  3
up                       5
upsets                   1
upward                   1
us                       5
use                      4
used                     10
users                    4
uses                     2
using                    8
va                       1
values                   1
vandenberg               2
vegetation               1
vehicle                  5
vehicles                 3
veins                    1
velocities               1
venerable                1
versatile                1
very                     4
veteran                  1
via                      3
vibrations               1
victoria                 4
video                    3
view                     2
viewed                   2
viirs                    2
visible                  2
visible-light            1
visible/infrared         1
vision                   2
visited                  1
volcanic                 1
w.m                      1
wang                     1
want                     2
wanted                   1
warnings                 1
was                      29
washington               4
wasnt                    1
watched                  1
watching                 1
water                    19
wave                     1
wavelengths              4
waverider-type           1
waves                    4
way                      6
ways                     1
we                       31
weather                  6
wed                      1
week                     1
weeks                    4
weigh                    2
weighing                 1
weight                   1
well                     2
well-built               1
well-known               1
well-organized           1
went                     1
were                     12
wet                      2
weve                     5
what                     12
whats                    1
when                     6
where                    9
which                    14
while                    6
who                      2
whole                    1
why                      3
wide                     3
wide-field               1
widely                   1
will                     29
window                   1
wing                     1
winged                   1
wings                    2
winning                  1
wise                     13
wises                    1
with                     47
within                   3
without                  4
wonder                   1
work                     2
worked                   1
working                  2
world                    5
would                    20
wouldnt                  1
wove                     1
x-                       1
x-class                  1
x-ray                    8
x-rays                   6
y                        9
year                     6
years                    21
yet                      4
yield                    1
york                     5
you                      6
young                    5
your                     3
ys                       2
zauderer                 2
zauderers                1
zhao                     1
zinc                     1
