Word                     Frequency
books                    1
boon                     1
boost                    1
boosted                  1
booster                  2
boosters                 3
boosts                   1
born                     1
borne                    1
botany                   2
both                     25
bought                   1
boulder                  3
bound                    2
boutros                  1
box                      1
brain                    3
brakes                   1
brand                    2
brand:                   1
brands                   1
break                    2
breakthrough             3
brian                    4
bridge                   1
briefly                  3
bright                   3
brighten                 1
brightening              2
brighter                 1
brightness               1
brilliant                1
bring                    4
broad                    1
broadband                1
broadcom                 1
broader                  1
broadly                  2
broken                   1
bromine                  1
brought                  1
brown                    13
bud                      1
budding                  1
budget                   1
build                    2
build-up                 1
building                 7
built                    5
built-in                 1
bulge                    1
bulk                     2
bumping                  1
bunch                    6
bundle                   1
bundles                  4
buoyancy                 1
burial                   1
burn                     1
burrows                  2
burst                    1
bursts                   1
business                 3
businesses               1
busy                     1
but                      82
butte                    2
butterflys               2
buy                      5
buyers                   1
buying                   2
by                       113
byproduct                1
c2h2                     1
cable                    1
cables                   1
cady                     2
caesium                  2
cafeteria                1
cal                      1
calculated               2
calculations             2
calderon                 2
calibration              2
calif                    9
california               7
californias              1
call                     1
callas                   1
called                   21
calls                    1
caltechs                 1
cambridge                5
came                     5
camera                   5
campaign                 2
campanas                 1
campus                   2
can                      99
canada                   1
canadian                 1
cancer                   14
cancer-fighting          1
cancers                  2
candidate                4
candidates               6
cannon                   1
cannot                   2
canplay                  1
cant                     4
capabilities             5
capable                  2
capacitance              1
capacitor                1
capacitors               3
cape                     5
capture                  5
captured                 2
captures                 2
car                      1
carbon                   45
cardiovascular           1
careful                  1
carefully                1
cargo                    6
carolina                 1
carpets                  1
carried                  3
carrier                  1
carriers                 3
carries                  2
carry                    2
carrying                 2
cary                     1
case                     12
cases                    3
cash                     1
cast                     1
catalyst                 6
catalysts                3
catalytic                2
catalytically            1
catching                 1
catecholamine-induced    1
catecholamines           2
cause                    5
caused                   2
causes                   5
cautions                 1
cava22                   1
cavity                   1
cbe                      1
cdma                     1
cell                     19
cells                    24
cellular                 7
celsius                  2
censorship               1
cent                     1
centauri                 1
center                   19
centered                 1
central                  3
centre                   3
century                  2
ceo                      10
certain                  5
certainly                6
certification            1
cfa                      3
cfd                      1
chabad                   2
chain                    1
chairman                 4
chairs                   1
challenge                4
challenges               4
challenging              1
chamber                  8
chance                   3
chances                  1
chandra                  4
chandras                 1
change                   10
changed                  4
changes                  8
changing                 1
characteristic           3
characteristics          3
characteristics:         1
characterize             1
characterizing           1
charge                   15
charge-discharge         1
charged                  12
charges                  6
chart                    1
charter                  1
chat                     1
chavi                    1
cheap                    1
cheaper                  1
cheapo                   1
check                    2
checkered                2
chemical                 14
chemically               3
chemist                  1
chemistry                4
chen                     1
chew                     1
chewing                  1
chicken                  1
chief                    1
child                    1
children                 4
chile                    1
chinook                  2
chip                     5
choice                   2
choices                  1
choose                   1
chosen                   2
chrome                   1
chromium                 5
chromosome               1
chronic                  4
circuit                  1
circuits                 1
circular                 1
circulation              1
cited                    3
citrix                   1
city                     2
citys                    1
claims                   2
clamp                    1
clarity                  1
clark                    1
class                    2
classes                  1
classic                  1
classified               1
classroom                1
clay                     1
clean                    1
clear                    5
clearly                  1
climate                  9
climbed                  1
clinical                 4
close                    6
closely                  1
closely-spaced           1
closer                   3
closest                  3
closing                  1
cloud                    2
clouds                   7
club                     1
clue                     1
clues                    2
clumps                   1
clumpy                   1
cm                       1
cmes                     1
cnet                     6
cnets                    2
co                       1
co-author                5
co-authors               1
co-founded               1
co-senior                2
co-workers               1
coast                    1
coat                     10
coated                   1
coating                  3
coatings                 2
coats                    4
coauthor                 2
coauthors                1
code                     1
coding                   1
cohen                    1
cold                     2
coldest                  4
coleman                  2
colemans                 1
collaboration            8
collaborative            1
collaborator             1
collaborators            1
colleagues               8
collect                  3
collected                3
collecting               1
collections              1
collective               2
college                  4
collegiate               1
collide                  2
collision                2
collisions               2
colo                     2
colon                    2
color                    1
colorado                 1
colorfully               1
combination              2
combine                  1
combined                 4
combining                3
comcast                  1
come                     8
comerford                1
comes                    3
coming                   5
commanding               1
comment                  4
commented                2
commented:               1
comments                 1
commercial               7
commission               1
commissioner             1
common                   5
commonly                 1
commonplace              1
communication            7
communications           10
community                2
communitys               1
compact                  1
companies                17
companion                2
company                  19
companys                 5
comparable               1
comparative              1
compare                  2
compared                 5
comparing                2
comparison               4
compelling               2
competition              5
competitive              1
competitors              2
complaint                2
complement               2
complete                 2
completed                3
completely               5
completes                1
complex                  4
compliance               1
complicate               1
component                4
composite                3
composites               1
composition              3
compositional            1
compound                 1
compounds                4
comprehensively          1
computation              1
computational            1
computationally          1
computer                 14
computers                6
computing                7
concave                  1
conceive                 1
conceiving               1
concentrated             1
concentration            1
concept                  2
concepts                 1
conceptual               1
concerned                2
concerns                 3
concert                  3
conclusive               1
condense                 1
condition                1
conditions               9
conducted                5
conducting               1
conductive               1
conductivity             1
conference               2
confident                1
confirm                  3
confirmation             1
confirmed                3
conform                  1
congenital               1
connect                  1
connected                3
connection               5
connections              4
connectivity             1
consecutive              1
consensual               1
consent                  1
consequences             2
conserve                 1
consider                 1
considerably             1
consideration            1
considered               3
considering              2
consistent               1
consistently             3
consists                 2
consortia                1
conspiracy               1
constantly               1
constellation            1
construct                1
constructing             1
construction             1
consume                  1
consumed                 1
consumer                 3
consumers                8
contact                  1
contacted                2
contacting               1
contain                  1
container                2
containers               1
containing               1
contains                 1
contemporary             1
context                  1
continue                 2
continued                3
continues                4
continuing               1
continuous               2
contraceptive            2
contradictory            1
contraire                1
contrast                 4
contrasts                1
contribute               2
contributed              1
contributing             1
contribution             1
control                  5
controversial            1
conversation             1
convert                  1
cool                     3
cooled                   1
cooler                   3
coolest                  1
coordinating             1
coordinator              1
copenhagen               1
copper                   1
copps                    1
copy                     1
cores                    1
cornell                  1
coronal                  1
corp                     2
corporation              2
corporations             1
corralled                1
correct                  3
corrected                1
correctly                1
correlated               3
corresponding            1
cortex                   1
cosmic                   2
cost                     6
costs                    2
could                    62
council                  1
counsel                  1
counterelectrode         1
counterparts             1
countrys                 1
county                   1
coupled                  3
couples                  4
courageous               1
course                   6
court                    7
court-appointed          1
courtroom                2
courts                   1
cover                    1
coverage                 2
covered                  1
covering                 3
cowles                   1
cpu                      1
craft                    4
crater                   5
craters                  2
crazy                    1
create                   13
created                  7
creates                  1
creating                 9
creation                 1
creativity               1
creek                    2
creeks                   1
crew                     3
crime                    1
criminal                 2
criteria                 1
critical                 6
criticism                1
criticized               1
critics                  2
crn                      1
crowd-source             1
crucial                  3
crystal                  3
crystals                 1
ct                       1
cu                       1
cu-boulder               5
culmination              1
cultivated               1
cupertino                2
curb                     1
curious                  1
curl                     1
curling                  1
current                  7
currently                9
cushing                  2
customers                2
customized               2
cut                      3
cutting                  4
cycle                    2
cycles                   2
cycling                  1
d.c                      1
daily                    1
damage                   7
dams                     1
dangerfield              2
danish                   1
dark                     6
data                     26
date                     5
dating                   1
dave                     1
david                    6
davis                    4
davy                     1
dawned                   1
day                      5
day-by-day               1
days                     5
ddos                     3
deaconess                1
deal                     8
dean                     2
death                    2
debated                  1
debut                    1
decade                   1
decades                  4
decembers                1
decide                   1
decided                  2
decidedly                1
decipher                 1
decision                 2
declan                   1
declaration              1
declined                 2
decompose                1
dedicated                1
deduced                  1
deep                     4
deep-dive                1
deeply                   1
defect                   1
defects                  3
defendants               8
defense                  2
defies                   1
defined                  2
defining                 1
definition               1
definitively             1
deform                   1
deformation              2
degradation              2
degrees                  4
degroote                 1
delamination             1
delaware                 1
deleted                  1
deleterious              1
deleting                 1
delicate                 1
deliver                  3
delivered                1
delivers                 1
delivery                 3
dell                     2
delta                    3
demand                   5
demise                   1
demo                     1
democratic               1
demonstrated             2
demonstrates             1
denial-of-service        1
denmark                  1
dennis                   1
dense                    1
department               28
departments              1
depend                   1
depends                  1
depict                   1
deployments              3
deposition               1
depth                    1
depths                   3
depths:                  1
deputy                   4
der                      1
derek                    1
derived                  1
described                2
describes                1
describing               5
desert-based             1
design                   9
designed                 7
designers                2
desirable                3
desired                  1
desktop                  17
desktops                 1
despite                  2
destination              1
destinations             1
destined                 1
destroyed                1
destroys                 1
detail                   2
detailed                 1
details                  5
detained                 1
detect                   3
detectable               1
detected                 2
detection                3
detectors                1
determined               2
determining              1
detonation               1
detrimental              1
deutsche                 1
develop                  5
developed                13
developed:               1
developing               4
development              19
develops                 1
deviate                  2
deviation                1
device                   15
devices                  32
devising                 1
devoured                 1
dhvi                     2
diagnosing               1
dial                     1
diameter                 2
diamond                  7
diamonds                 6
did                      12
didnt                    11
died                     1
diederichs               3
diego                    2
dielectric               2
difference               1
differences              3
different                17
differentiating          1
differently              1
difficult                3
difficult-to-induce      1
digital                  2
dignan                   1
dimiter                  1
dimitrov                 2
dimming                  1
dioxide                  2
diplomatic               1
direct                   1
directed                 2
direction                2
directional              4
directions               2
directly                 2
director                 10
disappear                1
disappears               1
disappointed             1
disasters                1
discharge                1
discharged               1
discontinuous            1
discover                 1
discovered               13
discoveries              2
discovering              2
discovers                1
discovery                9
discriminate             2
discussed                1
discussion               2
disease                  2
disease-related          1
diseases                 3
disillusionment          1
disk                     3
dismissed                2
disorder                 2
disorders                3
dispatch:                1
dispersion               1
displays                 8
disrupt                  1
disrupted                2
disruption               1
distance                 5
distances                1
distant                  3
distinguished            1
distracted               1
distributed              1
distributing             1
distribution             1
district                 3
disturbance              1
diverse                  1
diversions               1
diversity                1
diverted                 1
divest                   3
division                 2
divulge                  1
dkfz                     1
dna                      14
dna-damaging             1
dnas                     1
dntt                     1
do                       25
doctors                  1
doe                      4
does                     9
doesnt                   2
doing                    2
doj                      1
dollar                   1
dollars                  1
dominant                 1
dominated                1
donald                   1
donations                1
done                     10
dont                     11
door                     2
doors                    1
dopamine                 1
doped                    1
dormant                  1
dose                     6
double-layer             1
doubled                  1
doubt                    1
down                     13
download                 1
downloaded               1
downloads                1
downward                 1
dr                       17
draco                    1
dramatic                 1
dramatically             4
draw                     1
drawn                    4
dream                    2
dreamforce               1
dreams                   1
drifted                  1
drive                    3
driven                   2
driving                  6
drop                     2
droplet                  4
droplets                 2
drops                    3
drove                    1
drug                     2
drugs                    1
drummond                 2
dual                     2
dual-mode                1
dubbed                   2
duckett                  1
due                      3
dug                      1
duke                     6
dulles                   1
dumping                  1
dunn                     1
durable                  3
during                   12
dust                     1
dwarf                    5
dwarfs                   17
dynamic                  2
dynamics                 1
dynamo                   1
e-ink                    1
e-ink:                   1
each                     9
eager                    1
ear                      2
earlier                  7
earliest                 1
early                    15
early-stage              1
earning                  1
earnings                 1
ears                     1
earth                    24
earth-bound              1
earth-directed           1
earth-observing          2
earthquake               1
earths                   2
easier                   2
easily                   4
east                     1
eastern                  1
easy                     2
easy-on-the-eye          1
eating                   2
ebooks                   1
echoed                   1
echolocate               1
echolocation             4
ecology                  2
economically             1
ecosystem                1
edge                     3
edition                  2
editor                   1
edlcs                    2
edo                      1
edt                      1
education                2
edward                   2
effect                   6
effective                1
effectively              1
effects                  4
efficiencies             1
efficiency               5
efficient                1
efficiently              1
effort                   3
efforts                  5
egg                      16
eggs                     6
eight                    7
eighth                   1
einstein                 1
either                   3
ejected                  4
ejections                1
electric                 6
electrical               9
electricity              2
electrode                5
electrodes               2
electrolytes             2
electron                 2
electronic               9
electronically           1
electronics              1
electrons                7
electrostatic            2
elementary               1
elements                 1
elevation                1
eleven                   1
ellen                    1
else                     1
embroiled                1
embryos                  1
emerge                   1
emerged                  1
emergency                1
emerging                 4
emission                 3
emissions                1
emit                     2
emitted                  1
emitting                 1
emphasize                1
emphasized               2
employed                 1
employee                 2
empty                    1
enable                   5
enabled                  2
enabling                 2
encoded                  1
encourage                1
encourages               1
encouraging              2
end                      5
endear                   1
endeavour                8
endeavours               1
ended                    2
ends                     2
energetic                2
energies                 4
energy                   28
energy-efficient         1
energy-harvesting        1
energy-saving            1
enforcement              2
engage                   2
engine                   1
engineer                 2
engineered               3
engineering              16
engineers                6
engines                  2
england                  1
enhance                  4
enhanced                 4
enhancement              2
enjoyed                  1
enjoys                   1
enlist                   2
enormous                 1
enormously               1
enough                   11
ensure                   3
ensuring                 1
entangled                4
entanglement             10
entered                  1
enterprise               2
enterprises              1
entire                   5
entirely                 2
entirety                 1
entrepreneurs            1
envelope                 15
envelope-based           1
envelope-induced         1
envelopes                3
environment              5
environmental            4
environments             4
envisioned               2
enzymes                  1
episodically             1
epochs                   1
epoxy                    2
equal-sized              1
equally                  1
equipment                3
equipping                1
equivalent               1
era                      2
eric                     2
ericsson                 1
ermine                   1
escape                   2
escobar                  1
especially               2
essential                2
essentially              2
ester                    2
estimate                 2
estimated                1
estimates                2
etc                      1
eugene                   2
european                 1
evaluate                 4
evaluated                1
even                     29
evenly                   1
event                    3
events                   2
eventually               6
ever                     4
every                    3
everybody                1
everyday                 1
everyone                 1
evidence                 5
evident                  1
evla                     2
evolution                2
evolution:               1
evolutionary             2
evolved                  3
evolving                 1
exactly                  4
examine                  3
examined                 2
examines                 1
examining                1
example                  10
excavated                1
excess                   2
exchange                 1
excited                  4
excitement               1
excites                  1
exciting                 6
exclaimed                1
exclusive                1
execute                  1
executive                2
exist                    1
existed                  3
existence                1
existing                 2
exists                   1
expand                   1
expanded                 1
expanding                1
expansion                2
expect                   3
expectations             2
expected                 9
expendable               1
expending                1
expenses                 1
experience               4
experienced              3
experiment               13
experimental             2
experimenting            1
experiments              12
expert                   2
experts                  1
explain                  1
explained                5
explaining               1
explains                 6
explanation              1
explicit                 1
exploit                  1
exploited                1
exploiting               1
exploration              3
explore                  3
explorer                 1
explosion                1
explosive                1
exposed                  1
exposures                1
express                  1
expressed                2
expressing               1
expression               2
extended                 2
extensively              1
external                 2
extinct                  1
extra                    2
extracted                1
extraordinary            2
extreme                  5
eye                      7
eyes                     1
fabbiano                 1
face                     2
facebooks                1
facets                   1
facilitate               2
facilities               1
facility                 2
facing                   1
fact                     7
factor                   2
factors                  1
faculty                  1
fade                     1
fahlke                   14
fahrenheit               1
fail                     1
failed                   2
failure                  1
faint                    2
fair                     2
fall                     5
falling                  1
falls                    2
familiar                 3
family                   3
fans                     1
fantastic                1
far                      14
fast                     11
fast-charging            1
fast-forward             1
fast-moving              1
faster                   9
fastest                  1
fat                      2
fatigue                  1
favorable                2
favored                  1
fcc                      8
fear                     1
feasibility              1
feasible                 1
feature                  1
features                 8
feb                      1
february                 1
fed                      1
federal                  4
feeble                   1
feed                     1
feeds                    1
feel                     1
feeling                  2
fees                     1
feet                     1
feke                     1
fell                     1
fellow                   3
felony                   1
felt                     3
fernwirkung              1
ferrari                  1
fertilisation            1
fertilising              1
fertility                3
few                      8
fewer                    2
fiber                    3
fiberglass               2
field                    4
fields                   3
fieldwork                2
fight                    3
fight-or-flight          1
figure                   2
figured                  2
file                     1
filed                    8
files                    2
fill                     1
filled                   2
film                     2
filter                   1
filters                  1
final                    4
finalists                1
finally                  6
find                     17
finding                  8
findings                 11
finds                    4
fine                     1
finger                   1
finish                   2
fire                     1
fires                    1
firm                     2
firms                    1
first                    53
first-generation         1
first-person             1
first-time               1
fiscal                   1
fish                     5
fit                      1
five                     8
fixation                 1
fixed                    5
flare                    2
flares                   6
flat                     1
flat-topped              1
flawless                 1
flaws                    2
flex                     1
flexibility              3
flexible                 4
flight                   9
flights                  4
float                    1
floating                 1
flood                    1
floor                    2
florence                 1
florida                  3
flourish                 1
flow                     3
flowing                  1
flu-like                 1
fluctuations             2
flutter                  1
fly                      1
fmedsci                  1
focus                    3
focused                  2
focuses                  1
follow                   2
followed                 3
following                3
food                     3
foolish                  1
footstool                1
for                      265
force                    6
forces                   2
forecasted               1
forecasting              5
forecasts                3
foreign                  3
form                     10
formation                5
formed                   5
former                   5
forming                  2
forms                    1
forrester                1
forthcoming              2
fortunately              1
forty-five               1
forward                  7
fossil                   2
fossilization            1
fossils                  1
foster                   1
found                    18
foundation               2
founded                  1
four                     7
four-million-solar-mass  1
fourth                   1
fraction                 3
fracture                 2
fragile                  2
fragment                 1
fragments                1
framework                1
francisco                10
frederic                 1
free                     5
frequent                 1
frequently               1
fresh                    1
friends                  1
from                     114
front                    2
frozen                   1
frs                      1
frustrated               2
fueled                   1
fuels                    2
full                     3
fullerenes               1
fully                    5
fun                      1
function                 5
functional               2
functioning              1
functions                3
fundamental              1
funded                   1
funding                  4
funnels                  1
further                  7
fuse                     1
fused                    1
future                   17
g                        1
gain                     3
gains                    1
galaxies                 7
galaxy                   20
galaxys                  1
game                     9
game-changer             1
games                    7
gaming                   2
gamma-ray                2
gap                      4
garage                   1
garan                    1
garden                   3
gartner                  1
gartners                 1
gary                     1
gas                      17
gas-giant                1
gases                    1
gather                   1
gave                     2
gawker                   1
gear                     1
gecko                    1
geim                     2
gel-like                 1
genachowski              1
gene                     9
gene-delivery            1
general                  3
generally                3
generate                 3
generated                2
generates                1
generation               12
generous                 1
genes                    14
genetic                  1
genetically              1
geneticist               1
genetics                 1
genome                   4
genomes                  1
genomic                  1
genomics                 2
geography                1
geological               1
geology                  1
george                   1
german                   3
germany                  3
germline                 1
gerry                    1
get                      16
getting                  5
ghostlike                1
gingerich                2
girls                    1
give                     5
given                    5
gives                    2
giving                   1
gizmodo                  4
glacier                  21
glaciers                 6
glass                    5
global                   1
globe                    1
glow                     1
glowing                  3
glucose                  1
go                       2
goal                     4
goals                    1
goddard                  2
going                    10
gold                     1
golding                  1
gone                     1
good                     9
google                   6
google+                  1
googles                  4
got                      2
government               3
governmental             1
gps                      2
grade                    1
gradually                1
graduate                 2
grail                    1
grant                    1
granted                  1
graphene                 34
graphene-based           2
graphenes                4
graphite                 1
graphitic                2
gravity                  4
gray                     1
great                    3
greater                  4
greatly                  1
greenbelt                2
greenhouse               1
greenland                9
greenlands               1
greg                     1
grew                     1
grewal                   3
grid                     13
grigorenko               1
ground                   6
ground-based             2
group                    15
groups                   6
grow                     2
growing                  5
grown                    2
growth                   6
guaranteed               1
guardian                 1
guess                    1
guide                    3
guido                    1
guillermo                1
guilty                   4
gulf                     1
gyneacology              1
gyro                     2
habits                   1
hacking                  1
had                      30
haefer                   1
hair                     1
half                     8
halting                  1
hand                     2
hand-off                 1
handcrafting             1
handed                   1
handful                  1
handheld                 2
handled                  5
handling                 1
hands-on                 2
handset                  1
handsets                 4
hanes                    1
hang                     1
hanna                    4
happen                   3
happened                 5
happens                  3
happy                    2
hard                     2
hardware                 3
harm                     1
harming                  1
harmless                 1
haro                     1
harrington               1
hartigan                 4
harvard                  6
harvard-led              1
harvard-smithsonian      2
harvest                  2
harvesting               3
has                      91
hasnt                    2
hauge                    3
have                     127
havent                   2
having                   4
havoc                    1
hawaii                   2
haynes                   4
he                       19
head                     4
head-on                  1
heading                  1
headline                 1
headline:                1
headquarters             4
health                   3
hear                     2
heard                    4
hearing                  3
hearing:                 1
heart                    2
heat                     1
heated                   2
heating                  1
heavier                  1
heavily                  1
hebrew                   2
hed                      1
heels                    2
heidelberg               2
heights                  2
held                     2
helioseismologists       1
helioseismology          2
heliospheric             1
help                     15
helped                   2
helpful                  1
helps                    2
hendrik                  1
henry                    1
her                      3
herbig                   1
herbig-haro              2
here                     10
hereditary               1
herere                   1
heres                    2
hes                      2
hesitation               1
hewlett-packard          1
hexagonal                3
hh                       7
hidden                   3
hides                    1
high                     12
high-aspect-ratio        1
high-efficiency          1
high-energy              3
high-frequency           2
high-resolution          1
high-speed               2
higher                   7
highest                  3
highlighted              1
highlighting             2
highlights               1
highly                   4
hindered                 1
his                      18
history                  7
hit                      2
hit-or-miss              1
hiv                      17
hiv-1                    1
hiv-aids                 1
hiv-protective           1
hiv:                     1
hivs                     1
hogan                    1
hoisted                  2
hold                     4
holder                   1
holding                  2
holds                    3
hole                     18
holes                    21
hollow                   1
holy                     1
home                     4
hong                     3
honor                    1
honor:                   1
honored                  1
hop                      1
hope                     9
hoped                    1
hopes                    2
horizon                  1
hormone                  1
hormones                 3
horse                    1
hose                     1
hospital                 2
hospital-acquired        1
hospitals                1
host                     4
hostile                  1
hosting                  1
hot                      1
hotter                   1
hour                     2
hours                    7
house                    4
houses                   1
houston                  1
houston-based            1
how                      46
however                  11
hp                       2
hspa                     1
htc                      1
hua-xin                  1
hubble                   6
hubbles                  1
hubs                     1
huge                     3
human                    23
humans                   5
hundred                  1
hundreds                 6
hunted                   1
hurricane                1
hurt                     1
huvell                   1
hybrids                  1
hydroelectric            1
hydrogen                 2
hydropower               5
hype                     3
hypothesis               4
i                        12
ica                      1
ice                      3
idc                      1
idea                     4
ideal                    1
ideas                    3
identical                1
identification           1
identified               6
identifies               1
identify                 4
identifying              1
identities               1
if                       34
ii                       3
illegally                1
illuminating             1
illustrate               1
illustrated              1
ilonidis                 6
ilonidiss                1
im                       1
imac                     1
image                    3
imager                   2
images                   3
imagine                  3
imaging                  1
immature                 11
immediate                2
immediately              2
immense                  1
immune                   6
immunity                 2
immunizations            1
immunogen                1
immunogenicity           2
immunogens               2
immunology               3
impact                   6
impairment               1
impediment               1
imperial                 4
impermeable              1
